year,month,day,date_frac,spotNum,sigma,numOfObs,prov_sdef
2009,07,28,2009.571,   0,  2.0,  24,1
2009,07,29,2009.574,   0,  2.0,  23,1
2009,07,30,2009.577,  12,  7.2,  25,1
2009,07,31,2009.579,   0,  2.0,  22,1
2009,08,01,2009.582,   0,  2.0,  23,1
2009,08,02,2009.585,   0,  2.0,  18,1
2009,08,03,2009.588,   0,  2.0,  22,1
2009,08,04,2009.590,   0,  2.0,  22,1
2009,08,05,2009.593,   0,  2.0,  23,1
2009,08,06,2009.596,   0,  2.0,  22,1
2009,08,07,2009.599,   0,  2.0,  22,1
2009,08,08,2009.601,   0,  2.0,  19,1
2009,08,09,2009.604,   0,  2.0,  19,1
2009,08,10,2009.607,   0,  2.0,  21,1
2009,08,11,2009.610,   0,  2.0,  19,1
2009,08,12,2009.612,   0,  2.0,  22,1
2009,08,13,2009.615,   0,  2.0,  23,1
2009,08,14,2009.618,   0,  2.0,  25,1
2009,08,15,2009.621,   0,  2.0,  26,1
2009,08,16,2009.623,   0,  2.0,  26,1
2009,08,17,2009.626,   0,  2.0,  24,1
2009,08,18,2009.629,   0,  2.0,  25,1
2009,08,19,2009.632,   0,  2.0,  24,1
2009,08,20,2009.634,   0,  2.0,  25,1
2009,08,21,2009.637,   0,  2.0,  19,1
2009,08,22,2009.640,   0,  2.0,  23,1
2009,08,23,2009.642,   0,  2.0,  23,1
2009,08,24,2009.645,   0,  2.0,  21,1
2009,08,25,2009.648,   0,  2.0,  21,1
2009,08,26,2009.651,   0,  2.0,  23,1
2009,08,27,2009.653,   0,  2.0,  26,1
2009,08,28,2009.656,   0,  2.0,  22,1
2009,08,29,2009.659,   0,  2.0,  21,1
2009,08,30,2009.662,   0,  2.0,  21,1
2009,08,31,2009.664,   0,  2.0,  21,1
2009,09,01,2009.667,  13,  3.1,  20,1
2009,09,02,2009.670,   0,  2.0,  21,1
2009,09,03,2009.673,   0,  2.0,  19,1
2009,09,04,2009.675,   0,  2.0,  18,1
2009,09,05,2009.678,   0,  2.0,  23,1
2009,09,06,2009.681,   0,  2.0,  21,1
2009,09,07,2009.684,   0,  2.0,  24,1
2009,09,08,2009.686,   0,  2.0,  25,1
2009,09,09,2009.689,   0,  2.0,  20,1
2009,09,10,2009.692,   0,  2.0,  22,1
2009,09,11,2009.695,   0,  2.0,  24,1
2009,09,12,2009.697,   0,  2.0,  21,1
2009,09,13,2009.700,   0,  2.0,  22,1
2009,09,14,2009.703,   0,  2.0,  18,1
2009,09,15,2009.705,   0,  2.0,  16,1
2009,09,16,2009.708,   0,  2.0,  18,1
2009,09,17,2009.711,   0,  2.0,  22,1
2009,09,18,2009.714,   0,  2.0,  25,1
2009,09,19,2009.716,   0,  2.0,  24,1
2009,09,20,2009.719,   0,  2.0,  20,1
2009,09,21,2009.722,  13,  3.4,  20,1
2009,09,22,2009.725,  22,  3.9,  23,1
2009,09,23,2009.727,  33,  1.9,  16,1
2009,09,24,2009.730,  33,  3.1,  25,1
2009,09,25,2009.733,  28,  2.8,  24,1
2009,09,26,2009.736,  15,  1.7,  23,1
2009,09,27,2009.738,  12,  0.7,  21,1
2009,09,28,2009.741,  17,  1.8,  20,1
2009,09,29,2009.744,  15,  2.4,  15,1
2009,09,30,2009.747,  12,  2.1,  18,1
2009,10,01,2009.749,  11,  5.3,  21,1
2009,10,02,2009.752,   0,  2.0,  19,1
2009,10,03,2009.755,   0,  2.0,  15,1
2009,10,04,2009.758,   0,  2.0,  21,1
2009,10,05,2009.760,   0,  2.0,  12,1
2009,10,06,2009.763,   0,  2.0,   8,1
2009,10,07,2009.766,   0,  2.0,  13,1
2009,10,08,2009.768,   0,  2.0,  21,1
2009,10,09,2009.771,   0,  2.0,  19,1
2009,10,10,2009.774,   0,  2.0,  17,1
2009,10,11,2009.777,  13,  6.2,  15,1
2009,10,12,2009.779,   0,  2.0,  19,1
2009,10,13,2009.782,   0,  2.0,  22,1
2009,10,14,2009.785,   0,  2.0,  21,1
2009,10,15,2009.788,   0,  2.0,  20,1
2009,10,16,2009.790,   0,  2.0,  21,1
2009,10,17,2009.793,   0,  2.0,  18,1
2009,10,18,2009.796,   0,  2.0,  17,1
2009,10,19,2009.799,   0,  2.0,  22,1
2009,10,20,2009.801,   0,  2.0,  19,1
2009,10,21,2009.804,   0,  2.0,  15,1
2009,10,22,2009.807,   0,  2.0,  16,1
2009,10,23,2009.810,  18,  3.9,  20,1
2009,10,24,2009.812,  26,  3.5,  13,1
2009,10,25,2009.815,  30,  4.9,  17,1
2009,10,26,2009.818,  32,  2.6,  16,1
2009,10,27,2009.821,  32,  2.8,  21,1
2009,10,28,2009.823,  32,  3.5,  22,1
2009,10,29,2009.826,  26,  1.8,  18,1
2009,10,30,2009.829,  18,  1.2,  24,1
2009,10,31,2009.832,   0,  2.0,  22,1
2009,11,01,2009.834,   0,  2.0,  15,1
2009,11,02,2009.837,   0,  2.0,  21,1
2009,11,03,2009.840,   0,  2.0,  15,1
2009,11,04,2009.842,   0,  2.0,  17,1
2009,11,05,2009.845,  12,  3.8,  17,1
2009,11,06,2009.848,  13,  2.0,  15,1
2009,11,07,2009.851,   0,  2.0,  19,1
2009,11,08,2009.853,   0,  2.0,  14,1
2009,11,09,2009.856,  13,  2.3,  15,1
2009,11,10,2009.859,  12,  1.3,  15,1
2009,11,11,2009.862,  12,  3.9,  13,1
2009,11,12,2009.864,   0,  2.0,  13,1
2009,11,13,2009.867,  12,  4.1,  13,1
2009,11,14,2009.870,  13,  7.6,  19,1
2009,11,15,2009.873,  12,  1.5,  14,1
2009,11,16,2009.875,  13,  2.4,  13,1
2009,11,17,2009.878,   0,  2.0,   8,1
2009,11,18,2009.881,  12,  3.6,  18,1
2009,11,19,2009.884,  29,  6.2,  17,1
2009,11,20,2009.886,  25,  4.4,  19,1
2009,11,21,2009.889,  15,  2.6,  17,1
2009,11,22,2009.892,  13,  4.0,  11,1
2009,11,23,2009.895,   0,  2.0,  14,1
2009,11,24,2009.897,   0,  2.0,   9,1
2009,11,25,2009.900,   0,  2.0,  17,1
2009,11,26,2009.903,   0,  2.0,  22,1
2009,11,27,2009.905,   0,  2.0,  15,1
2009,11,28,2009.908,   0,  2.0,  15,1
2009,11,29,2009.911,   0,  2.0,   9,1
2009,11,30,2009.914,   0,  2.0,  13,1
2009,12,01,2009.916,   0,  2.0,  12,1
2009,12,02,2009.919,   0,  2.0,  13,1
2009,12,03,2009.922,   0,  2.0,  11,1
2009,12,04,2009.925,   0,  2.0,  14,1
2009,12,05,2009.927,   0,  2.0,  11,1
2009,12,06,2009.930,   0,  2.0,  10,1
2009,12,07,2009.933,   0,  2.0,  14,1
2009,12,08,2009.936,   0,  2.0,  13,1
2009,12,09,2009.938,  11,  7.7,  12,1
2009,12,10,2009.941,  12,  1.4,  17,1
2009,12,11,2009.944,  12,  1.7,   9,1
2009,12,12,2009.947,  12,  1.2,  11,1
2009,12,13,2009.949,  14,  1.6,  15,1
2009,12,14,2009.952,  30,  2.6,  17,1
2009,12,15,2009.955,  36,  4.0,  20,1
2009,12,16,2009.958,  33,  2.5,  14,1
2009,12,17,2009.960,  26,  2.2,  11,1
2009,12,18,2009.963,  23,  2.1,  17,1
2009,12,19,2009.966,  24,  2.4,  14,1
2009,12,20,2009.968,  44,  3.8,  12,1
2009,12,21,2009.971,  46,  6.8,  12,1
2009,12,22,2009.974,  33,  4.6,  11,1
2009,12,23,2009.977,  26,  4.6,  17,1
2009,12,24,2009.979,  20,  8.8,  14,1
2009,12,25,2009.982,   0,  2.0,  12,1
2009,12,26,2009.985,  14,  6.6,  17,1
2009,12,27,2009.988,  15,  0.8,  14,1
2009,12,28,2009.990,  18,  1.3,  19,1
2009,12,29,2009.993,  18,  0.7,  14,1
2009,12,30,2009.996,  18,  0.9,   7,1
2009,12,31,2009.999,  21,  1.0,  11,1
2010,01,01,2010.001,  18,  1.3,  15,1
2010,01,02,2010.004,  21,  1.2,  16,1
2010,01,03,2010.007,  16,  2.0,  17,1
2010,01,04,2010.010,  15,  0.8,  14,1
2010,01,05,2010.012,  10,  2.3,  17,1
2010,01,06,2010.015,   0,  2.0,  13,1
2010,01,07,2010.018,   0,  2.0,  14,1
2010,01,08,2010.021,  15,  4.6,  12,1
2010,01,09,2010.023,  15,  1.3,   9,1
2010,01,10,2010.026,  22,  2.1,  11,1
2010,01,11,2010.029,  37,  2.8,   5,1
2010,01,12,2010.032,  35,  3.1,   3,1
2010,01,13,2010.034,  31,  2.1,  11,1
2010,01,14,2010.037,  26,  2.1,  15,1
2010,01,15,2010.040,  26,  1.3,  13,1
2010,01,16,2010.042,  23,  1.9,   8,1
2010,01,17,2010.045,  18,  0.9,  15,1
2010,01,18,2010.048,  13,  2.7,  10,1
2010,01,19,2010.051,   0,  2.0,  12,1
2010,01,20,2010.053,  13,  3.6,  15,1
2010,01,21,2010.056,  18,  1.1,  10,1
2010,01,22,2010.059,  31,  3.8,  16,1
2010,01,23,2010.062,  38,  2.4,  16,1
2010,01,24,2010.064,  38,  2.2,  14,1
2010,01,25,2010.067,  34,  2.2,  10,1
2010,01,26,2010.070,  25,  3.3,  21,1
2010,01,27,2010.073,  13,  1.2,  18,1
2010,01,28,2010.075,  12,  0.7,  12,1
2010,01,29,2010.078,  12,  0.5,  13,1
2010,01,30,2010.081,  12,  5.8,  20,1
2010,01,31,2010.084,  16,  0.9,  18,1
2010,02,01,2010.086,  17,  0.7,  16,1
2010,02,02,2010.089,  14,  0.7,  14,1
2010,02,03,2010.092,  14,  0.8,  15,1
2010,02,04,2010.095,  12,  0.7,  18,1
2010,02,05,2010.097,  12,  1.4,  17,1
2010,02,06,2010.100,  36,  3.1,  15,1
2010,02,07,2010.103,  38,  3.8,  11,1
2010,02,08,2010.105,  59,  2.7,  14,1
2010,02,09,2010.108,  56,  3.6,  16,1
2010,02,10,2010.111,  50,  5.1,  12,1
2010,02,11,2010.114,  44,  3.0,   7,1
2010,02,12,2010.116,  41,  3.7,  10,1
2010,02,13,2010.119,  43,  3.8,  11,1
2010,02,14,2010.122,  33,  3.1,  11,1
2010,02,15,2010.125,  30,  1.5,   8,1
2010,02,16,2010.127,  30,  2.8,  14,1
2010,02,17,2010.130,  43,  8.2,   9,1
2010,02,18,2010.133,  23,  2.7,  14,1
2010,02,19,2010.136,  20,  1.2,  10,1
2010,02,20,2010.138,  20,  1.1,  17,1
2010,02,21,2010.141,  17,  1.0,  14,1
2010,02,22,2010.144,  17,  2.7,  11,1
2010,02,23,2010.147,  15,  1.7,  12,1
2010,02,24,2010.149,  30,  2.9,  18,1
2010,02,25,2010.152,  29,  1.4,  22,1
2010,02,26,2010.155,  27,  2.5,  12,1
2010,02,27,2010.158,  14,  2.1,  14,1
2010,02,28,2010.160,  14,  1.7,  14,1
2010,03,01,2010.163,  23,  2.6,  21,1
2010,03,02,2010.166,  37,  3.6,  20,1
2010,03,03,2010.168,  36,  3.2,  22,1
2010,03,04,2010.171,  39,  3.4,  18,1
2010,03,05,2010.174,  28,  7.5,  19,1
2010,03,06,2010.177,   0,  2.0,  16,1
2010,03,07,2010.179,  12,  3.4,  15,1
2010,03,08,2010.182,  17, 13.1,  17,1
2010,03,09,2010.185,   0,  2.0,  20,1
2010,03,10,2010.188,   0,  2.0,  20,1
2010,03,11,2010.190,  34,  2.0,  17,1
2010,03,12,2010.193,  36,  2.8,  13,1
2010,03,13,2010.196,  31,  3.3,  11,1
2010,03,14,2010.199,  33,  2.2,  13,1
2010,03,15,2010.201,  27,  3.2,  19,1
2010,03,16,2010.204,  23,  2.9,  23,1
2010,03,17,2010.207,  28,  2.4,  22,1
2010,03,18,2010.210,  30,  2.4,  21,1
2010,03,19,2010.212,  22,  2.3,  17,1
2010,03,20,2010.215,  14,  1.5,  19,1
2010,03,21,2010.218,  22,  3.2,  12,1
2010,03,22,2010.221,  17,  1.9,  23,1
2010,03,23,2010.223,  14,  3.2,  19,1
2010,03,24,2010.226,  17,  1.2,  19,1
2010,03,25,2010.229,  23,  2.9,  17,1
2010,03,26,2010.232,  22,  1.9,  16,1
2010,03,27,2010.234,  34,  2.9,  19,1
2010,03,28,2010.237,  31,  2.4,  20,1
2010,03,29,2010.240,  33,  2.1,  20,1
2010,03,30,2010.242,  33,  2.2,  18,1
2010,03,31,2010.245,  27,  1.5,  18,1
2010,04,01,2010.248,  22,  1.2,  23,1
2010,04,02,2010.251,  22,  1.1,  18,1
2010,04,03,2010.253,  24,  1.3,  17,1
2010,04,04,2010.256,  33,  5.3,  15,1
2010,04,05,2010.259,  34,  3.3,  11,1
2010,04,06,2010.262,  25,  1.9,  23,1
2010,04,07,2010.264,  21,  2.2,  20,1
2010,04,08,2010.267,  29,  4.7,  22,1
2010,04,09,2010.270,   9,  1.0,  22,1
2010,04,10,2010.273,  10,  2.5,  22,1
2010,04,11,2010.275,  10,  6.8,  17,1
2010,04,12,2010.278,  10,  1.5,  19,1
2010,04,13,2010.281,   9,  1.6,  16,1
2010,04,14,2010.284,   0,  2.0,  20,1
2010,04,15,2010.286,   0,  2.0,  17,1
2010,04,16,2010.289,   0,  2.0,  17,1
2010,04,17,2010.292,   0,  2.0,  20,1
2010,04,18,2010.295,   0,  2.0,  21,1
2010,04,19,2010.297,   0,  2.0,  21,1
2010,04,20,2010.300,   0,  2.0,  22,1
2010,04,21,2010.303,   9,  5.3,  23,1
2010,04,22,2010.305,   9,  4.1,  18,1
2010,04,23,2010.308,   0,  2.0,  19,1
2010,04,24,2010.311,   0,  2.0,  24,1
2010,04,25,2010.314,  16,  8.2,  20,1
2010,04,26,2010.316,   0,  2.0,  21,1
2010,04,27,2010.319,   0,  2.0,  17,1
2010,04,28,2010.322,  10,  5.1,  22,1
2010,04,29,2010.325,   0,  2.0,  22,1
2010,04,30,2010.327,   9,  2.9,  23,1
2010,05,01,2010.330,  13,  2.7,  22,1
2010,05,02,2010.333,  21,  5.8,  19,1
2010,05,03,2010.336,  40,  5.4,  15,1
2010,05,04,2010.338,  51,  5.6,  22,1
2010,05,05,2010.341,  47,  3.7,  19,1
2010,05,06,2010.344,  19,  4.5,  18,1
2010,05,07,2010.347,  16,  4.3,  13,1
2010,05,08,2010.349,  16,  6.9,  18,1
2010,05,09,2010.352,   0,  2.0,  23,1
2010,05,10,2010.355,   0,  2.0,  20,1
2010,05,11,2010.358,   0,  2.0,  12,1
2010,05,12,2010.360,   0,  2.0,  17,1
2010,05,13,2010.363,   0,  2.0,  15,1
2010,05,14,2010.366,   0,  2.0,  17,1
2010,05,15,2010.368,   0,  2.0,  16,1
2010,05,16,2010.371,   0,  2.0,  20,1
2010,05,17,2010.374,   0,  2.0,  19,1
2010,05,18,2010.377,   0,  2.0,  20,1
2010,05,19,2010.379,   0,  2.0,  14,1
2010,05,20,2010.382,   0,  2.0,  18,1
2010,05,21,2010.385,  14,  1.5,  24,1
2010,05,22,2010.388,  21,  0.8,  20,1
2010,05,23,2010.390,  22,  1.3,  17,1
2010,05,24,2010.393,  19,  1.1,  19,1
2010,05,25,2010.396,  24,  2.7,  25,1
2010,05,26,2010.399,  16,  1.7,  15,1
2010,05,27,2010.401,  13,  1.3,  21,1
2010,05,28,2010.404,  13,  1.5,  23,1
2010,05,29,2010.407,  19,  4.8,  19,1
2010,05,30,2010.410,  29,  6.1,  17,1
2010,05,31,2010.412,  18,  5.7,  16,1
2010,06,01,2010.415,  15,  2.7,  14,1
2010,06,02,2010.418,  18,  1.1,  21,1
2010,06,03,2010.421,  21,  1.2,  25,1
2010,06,04,2010.423,  28,  2.8,  23,1
2010,06,05,2010.426,  26,  2.5,  20,1
2010,06,06,2010.429,  12,  1.1,  23,1
2010,06,07,2010.432,  18,  6.6,  23,1
2010,06,08,2010.434,  14,  1.6,  21,1
2010,06,09,2010.437,  29,  2.6,  17,1
2010,06,10,2010.440,  39,  3.6,  20,1
2010,06,11,2010.442,  46,  5.0,  22,1
2010,06,12,2010.445,  46,  4.7,  21,1
2010,06,13,2010.448,  25,  3.5,  16,1
2010,06,14,2010.451,  14,  4.7,  19,1
2010,06,15,2010.453,   0,  2.0,  22,1
2010,06,16,2010.456,   0,  2.0,  18,1
2010,06,17,2010.459,  12,  2.6,  21,1
2010,06,18,2010.462,  12,  1.4,  17,1
2010,06,19,2010.464,  26,  3.7,  18,1
2010,06,20,2010.467,  18,  1.9,  13,1
2010,06,21,2010.470,  14,  1.4,  20,1
2010,06,22,2010.473,  15,  1.5,  19,1
2010,06,23,2010.475,  14,  0.8,  20,1
2010,06,24,2010.478,  12,  1.7,  20,1
2010,06,25,2010.481,  17,  4.7,  18,1
2010,06,26,2010.484,  18,  4.3,  19,1
2010,06,27,2010.486,  11,  1.8,  20,1
2010,06,28,2010.489,  11,  0.7,  24,1
2010,06,29,2010.492,  22,  2.9,  23,1
2010,06,30,2010.495,  11,  0.8,  23,1
2010,07,01,2010.497,  13,  1.5,  24,1
2010,07,02,2010.500,  13,  3.4,  25,1
2010,07,03,2010.503,  13,  0.8,  21,1
2010,07,04,2010.505,  14,  2.6,  25,1
2010,07,05,2010.508,  27,  2.1,  22,1
2010,07,06,2010.511,  25,  2.3,  26,1
2010,07,07,2010.514,  13,  1.5,  20,1
2010,07,08,2010.516,  13,  1.6,  25,1
2010,07,09,2010.519,  17,  5.6,  21,1
2010,07,10,2010.522,  22,  3.9,  23,1
2010,07,11,2010.525,  36,  4.5,  22,1
